127.0.0.1 - - [23/Nov/2015:09:20:05 -0500] "GET / HTTP/1.1" 404 1002
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 200 8872
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203010.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203080.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203500.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%205200.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%206020.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/Dell-Inspiron%203000.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/li.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:34 -0500] "GET /PROYECTO_LP2/images/header-line.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=3 HTTP/1.1" 200 7798
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/css/tabs.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/css/skin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203010.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203080.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203500.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%205200.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%206020.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:35 -0500] "GET /PROYECTO_LP2/images/Dell-Inspiron%203000.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:38 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:26:38 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/css/skin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/css/tabs.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 200 8872
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%201022.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%2012345.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%20600.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%20800.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/images/HP%20Pavilion%20DM3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:01 -0500] "GET /PROYECTO_LP2/images/HP%20Pavilion%20Dv6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:02 -0500] "GET /PROYECTO_LP2/images/header-line.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:02 -0500] "GET /PROYECTO_LP2/images/li.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:02 -0500] "GET /PROYECTO_LP2/images/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:02 -0500] "GET /PROYECTO_LP2/images/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:04 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:04 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:05 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:05 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:06 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=1 HTTP/1.1" 200 7719
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:06 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:33 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=1 HTTP/1.1" 200 7719
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:33 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 200 8872
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/css/skin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/css/tabs.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/Lenovo%20B475.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/Lenovo%20B600.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/Lenovo%20B700.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/Lenovo%20B900.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/Lenovo%20G400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/Lenovo%20G560.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/header-line.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/li.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:34 -0500] "GET /PROYECTO_LP2/images/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:42 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=1 HTTP/1.1" 200 7719
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:42 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:43 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:43 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:44 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=3 HTTP/1.1" 200 7798
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:27:44 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=3 HTTP/1.1" 200 7798
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 200 8872
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/css/skin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/css/tabs.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203010.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203080.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203500.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%205200.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%206020.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/Dell-Inspiron%203000.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/li.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:04 -0500] "GET /PROYECTO_LP2/images/header-line.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=3 HTTP/1.1" 200 7798
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/css/skin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/css/tabs.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203010.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203080.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%203500.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%205200.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/images/Dell%20Inspiron%206020.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:08 -0500] "GET /PROYECTO_LP2/images/Dell-Inspiron%203000.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:09 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=1 HTTP/1.1" 200 7719
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:09 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:13 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:13 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/css/skin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 200 8872
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/css/tabs.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%201022.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%2012345.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%20600.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%20800.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/images/HP%20Pavilion%20DM3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:40 -0500] "GET /PROYECTO_LP2/images/HP%20Pavilion%20Dv6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/images/header-line.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/images/li.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/images/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/images/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/frmListaEquipoxMarca.jsp?idMarca=2 HTTP/1.1" 200 7753
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/css/skin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/css/tabs.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/js/jquery.jcarousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%201022.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/images/image8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:13:28:41 -0500] "GET /PROYECTO_LP2/images/HP%20Compaq%2012345.jpg HTTP/1.1" 304 -
